,Name,Gender,Birthdate,Genres
1792,Lewis Gilbert,Male,1920-03-06,"['Drama', 'Comedy']"
1793,Tonino Guerra,Male,1920-03-16,['Documentary']
1794,Lamberto Bava,Male,1944-04-03,"['Horror', 'Mystery', 'Thriller']"
1795,Michael Dugan,,,['Horror']
1796,James Sbardellati,,,"['Action', 'Fantasy']"
1797,Osamu Dezaki,Male,1943-11-18,"['Crime', 'Action', 'Animation']"
1798,Tommy Lee Wallace,Male,1949-09-06,"['Horror', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
1799,Steven Lisberger,Male,1951-04-24,"['Adventure', 'Action', 'Science Fiction']"
1800,Amy Holden Jones,Female,1955-09-17,['Horror']
1801,John Milius,Male,1944-04-11,"['Fantasy', 'War', 'Adventure', 'Action', 'Drama', 'Thriller']"
1802,Richard Attenborough,Male,1923-08-29,"['Music', 'Drama', 'History']"
1803,Jules Bass,Male,1935-09-16,"['Adventure', 'Fantasy', 'Animation', 'Family']"
1804,Arthur Rankin Jr.,Male,1924-07-19,"['Adventure', 'Fantasy', 'Animation', 'Family']"
1805,Dianne Jackson,Female,1941-07-28,"['Adventure', 'Fantasy', 'Animation', 'Family']"
1806,Patricia Birch,Female,1934-10-16,"['Music', 'Comedy', 'Romance']"
1807,Blake Edwards,Male,1922-07-26,"['Music', 'Comedy', 'Romance']"
1808,Larry Cohen,Male,1941-07-15,"['Comedy', 'Horror', 'Crime', 'Mystery', 'Science Fiction']"
1809,Slava Tsukerman,,,"['Comedy', 'Science Fiction']"
1810,Martin Rosen,Male,,"['Adventure', 'Drama', 'Animation']"
1811,Costa-Gavras,Male,1933-02-12,"['Drama', 'Mystery', 'Thriller']"
1812,Paul Bartel,Male,1938-08-06,"['Horror', 'Crime', 'Comedy']"
1813,Eckhart Schmidt,Male,1938-10-31,"['Horror', 'Drama']"
1814,Ken Finkleman,Male,1946-01-31,['Comedy']
1815,Sidney J. Furie,Male,1933-02-28,"['Horror', 'Adventure', 'Action', 'Mystery', 'Thriller', 'Science Fiction']"
1816,Tony Williams,Male,1942-01-01,"['Horror', 'Mystery']"
1817,Harry Bromley Davenport,Male,1950-03-15,"['Horror', 'Science Fiction']"
1818,Mark L. Lester,Male,1946-11-26,"['Comedy', 'Horror', 'Crime', 'Drama', 'Adventure', 'Action', 'Thriller', 'Science Fiction']"
1819,René Laloux,Male,1929-07-13,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction']"
1820,Kathleen Collins,Female,1942-03-18,"['Drama', 'Comedy']"
1821,George Roy Hill,Male,1921-12-20,"['Drama', 'Comedy']"
1822,Jack Sholder,Male,1945-06-08,"['Horror', 'Thriller', 'Science Fiction']"
1823,Yılmaz Güney,Male,1937-04-01,"['Drama', 'Romance']"
1824,Şerif Gören,Male,1944-10-14,"['Drama', 'Romance']"
1825,Guy Hamilton,Male,1922-09-16,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1826,Jean Rollin,Male,,['Horror']
1827,Lou Adler,Male,1933-12-13,"['Music', 'Drama', 'Comedy']"
1828,Jean-Marie Poiré,Male,1945-07-10,"['Fantasy', 'Comedy']"
1829,Ann Hui,Female,1947-05-23,['Drama']
1830,Damiano Damiani,Male,1922-07-23,['Horror']
1831,Takashi Ito,Male,,"['Fantasy', 'Mystery', 'Animation']"
1832,Michael Winner,Male,1935-10-30,"['Crime', 'Action', 'Drama']"
1833,Jerzy Skolimowski,Male,1938-05-05,['Drama']
1834,Jacques Demy,Male,1931-06-05,"['Drama', 'Romance']"
1835,Allan Holzman,,,"['Horror', 'Science Fiction']"
1836,Boaz Davidson,Male,1943-11-08,['Comedy']
1837,Marilou Diaz-Abaya,Female,1955-03-07,['Drama']
1838,Chang Cheh,Male,1923-02-10,['Action']
1839,Robert Towne,Male,1934-11-23,['Drama']
1840,Jayne Loader,,,"['Documentary', 'History']"
1841,Kevin Rafferty,Male,1947-05-25,"['Documentary', 'History']"
1842,Pierce Rafferty,,,"['Documentary', 'History']"
1843,Joe Pytka,Male,1938-11-04,"['Animation', 'Comedy', 'Family', 'Science Fiction']"
1844,Cheryl Dunye,Female,1966-05-13,"['Drama', 'Comedy', 'Romance']"
1845,James Foley,Male,1953-12-28,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1846,Mohsen Makhmalbaf,Male,1957-05-29,['Drama']
1847,Brian Henson,Male,1962-11-30,"['Fantasy', 'Comedy', 'Family', 'Music', 'Adventure', 'Action', 'Drama']"
1848,Jonathan Frakes,Male,1952-08-19,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
1849,Peter Chan,Male,1962-11-28,"['Drama', 'Romance']"
1850,Stanley Tucci,Male,1960-11-11,"['Drama', 'Romance']"
1851,Campbell Scott,Male,1961-07-19,"['Drama', 'Romance']"
1852,Billy Bob Thornton,Male,1955-08-04,['Drama']
1853,Matthew Bright,Male,1952-08-06,"['Drama', 'Thriller', 'Comedy']"
1854,Nicholas Hytner,Male,1956-05-07,"['Drama', 'History']"
1855,John Sayles,Male,1950-09-28,"['Comedy', 'Romance', 'Drama', 'Mystery', 'History', 'Science Fiction']"
1856,Douglas McGrath,Male,1958-02-12,"['Drama', 'Comedy', 'Romance']"
1857,Paris Barclay,Male,1956-06-30,['Comedy']
1858,Yoshimitsu Morita,Male,1950-01-25,"['Drama', 'Romance']"
1859,Jerry Zaks,Male,1946-09-07,['Drama']
1860,Scott Hicks,Male,1953-03-04,['Drama']
1861,Alan Smithee,Male,,"['Horror', 'Science Fiction']"
1862,Kevin Yagher,Male,1962-06-23,"['Horror', 'Science Fiction']"
1863,Leon Gast,Male,1936-03-01,['Documentary']
1864,Bruce Sinofsky,Male,1956-03-31,"['Crime', 'Documentary']"
1865,Stuart Baird,Male,1947-01-14,"['Adventure', 'Action', 'Thriller', 'Drama']"
1866,S.S. Wilson,Male,,"['Comedy', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
1867,Steve Buscemi,Male,1957-12-13,"['Drama', 'Comedy']"
1868,Jūzō Itami,Male,1933-05-15,"['Drama', 'Comedy']"
1869,David Hogan,Male,1948-08-14,"['Action', 'Science Fiction']"
1870,Bernard Rose,Male,1960-08-04,"['Horror', 'Drama', 'Thriller']"
1871,Emile Ardolino,Male,1943-05-09,"['Music', 'Drama', 'Comedy', 'Romance']"
1872,Sally Potter,Female,1949-09-19,"['Drama', 'Fantasy']"
1873,Chen Kaige,Male,1952-08-12,['Drama']
1874,Benoît Poelvoorde,Male,1964-09-22,"['Crime', 'Comedy']"
1875,Rémy Belvaux,Male,1966-11-10,"['Crime', 'Comedy']"
1876,André Bonzel,Male,1961-05-31,"['Crime', 'Comedy']"
1877,Fran Rubel Kuzui,Female,,"['Horror', 'Action', 'Comedy']"
1878,Bill Duke,Male,1943-02-26,"['Comedy', 'Music', 'Crime', 'Action', 'Thriller']"
1879,Ron Fricke,Male,,['Documentary']
1880,Lesley Manning,Female,,"['Horror', 'TV Movie']"
1881,Hiroshi Harada,Male,1962-06-13,"['Horror', 'Drama', 'Animation', 'Romance']"
1882,Barbet Schroeder,Male,1941-08-26,"['Drama', 'Thriller', 'Romance', 'Comedy']"
1883,James Ivory,Male,1928-06-07,"['Drama', 'Romance']"
1884,Bill Kroyer,,1950-11-25,"['Adventure', 'Fantasy', 'Animation', 'Family']"
1885,Gary Sinise,Male,1955-03-17,"['Western', 'Drama']"
1886,Brett Leonard,Male,1959-05-14,"['Horror', 'Science Fiction']"
1887,Bigas Luna,Male,1946-03-19,"['Comedy', 'Romance', 'Horror', 'Drama', 'Thriller']"
1888,Katt Shea,Female,1957-10-09,"['Drama', 'Thriller']"
1889,Robert Mandel,Male,,['Drama']
1890,Mick Garris,Male,1951-12-04,"['Horror', 'Fantasy', 'Thriller', 'TV Movie']"
1891,Alfonso Arau,Male,1932-01-11,"['Drama', 'Romance']"
1892,Kevin Hooks,Male,1958-09-19,"['Adventure', 'Action', 'Thriller']"
1893,Jean-Claude Brisseau,Male,1944-07-17,['Drama']
1894,Paul Michael Glaser,Male,1943-03-25,"['Comedy', 'Romance', 'Crime', 'Drama', 'Action', 'Thriller', 'Science Fiction']"
1895,Reginald Hudlin,Male,1961-12-15,"['Drama', 'Comedy', 'Romance']"
1896,Djibril Diop Mambéty,Male,1945-01-01,"['Drama', 'Comedy']"
1897,Tom McLoughlin,Male,1950-07-19,"['Horror', 'Thriller']"
1898,David Michener,Male,,"['Adventure', 'Mystery', 'Animation', 'Family']"
1899,David Byrne,Male,1952-05-14,"['Music', 'Comedy']"
1900,Jim Wynorski,Male,1950-08-14,"['Horror', 'Science Fiction']"
1901,Robert Harmon,Male,1953-01-01,"['Horror', 'Action', 'Thriller']"
1902,Alex Cox,Male,1954-12-15,"['Comedy', 'Romance', 'Drama', 'History', 'Western', 'Science Fiction']"
1903,Leonard Nimoy,Male,1931-03-26,"['Comedy', 'Adventure', 'Action', 'Thriller', 'Science Fiction']"
1904,Tim Hunter,Male,1947-06-15,"['Crime', 'Drama', 'Thriller']"
1905,Roland Joffé,Male,1945-11-17,"['War', 'Adventure', 'Drama', 'Action', 'History']"
1906,Fred Dekker,Male,1959-04-09,"['Fantasy', 'Comedy', 'Horror', 'Crime', 'Action', 'Adventure', 'Thriller', 'Science Fiction']"
1907,Derek Jarman,Male,1942-01-31,"['Drama', 'Documentary', 'Romance', 'History']"
1908,Willard Huyck,Male,1945-09-08,"['Fantasy', 'Comedy', 'Science Fiction']"
1909,Peter Faiman,Male,,"['Adventure', 'Comedy']"
1910,Stephen King,Male,1947-09-21,"['Horror', 'Action', 'Science Fiction']"
1911,Nelson Shin,Male,1939-01-01,"['Family', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
1912,Richard Benjamin,Male,1938-05-22,"['Drama', 'Comedy', 'Romance']"
1913,David Anspaugh,Male,1946-09-24,"['Drama', 'Family', 'History']"
1914,Fred Walton,Male,1949-01-01,"['Horror', 'Mystery']"
1915,Anthony Perkins,Male,1932-04-04,"['Horror', 'Thriller']"
1916,Brian Gibson,Male,1944-09-22,"['Horror', 'Music', 'Drama', 'Thriller', 'History']"
1917,Richard Wenk,Male,,"['Horror', 'Comedy']"
1918,Michael Ritchie,Male,1938-11-28,"['Comedy', 'Adventure', 'Action', 'Crime', 'Mystery']"
1919,Carlos Enrique Taboada,Male,1929-07-18,"['Horror', 'Fantasy']"
1920,Alan Metter,Male,,"['Music', 'Family', 'Comedy', 'Romance']"
1921,Randa Haines,Female,1945-02-20,"['Drama', 'Romance']"
1922,Claude Berri,Male,1934-07-01,['Drama']
1923,Lam Ngai Kai,Male,1951-09-18,"['Horror', 'Action', 'Crime', 'Science Fiction']"
1924,Ted Nicolaou,Male,,"['Horror', 'Comedy', 'Science Fiction']"
1925,Agustí Villaronga,Male,1953-03-04,"['Horror', 'Drama']"
1926,Genie Joseph,Male,1956-01-31,['Horror']
1927,Thomas Doran,,,['Horror']
1928,Brendan Faulkner,,,['Horror']
1929,James Benning,Male,1942-12-28,"['Crime', 'Drama']"
1930,Jerry Paris,Male,1925-07-25,"['Crime', 'Comedy']"
1931,Stephen Quay,Male,1947-06-17,"['Fantasy', 'Animation']"
1932,Timothy Quay,Male,1947-06-17,"['Fantasy', 'Animation']"
1933,Lloyd Kaufman,Male,1945-12-30,"['Horror', 'Thriller', 'Comedy', 'Science Fiction']"
1934,Richard W. Haines,Male,,"['Horror', 'Thriller', 'Comedy', 'Science Fiction']"
1935,Eric Tsang,Male,1953-04-14,"['Adventure', 'Action', 'Comedy']"
1936,Bill Sherwood,Male,1952-06-14,"['Drama', 'Comedy']"
1937,Mike Marvin,Male,1945-03-10,"['Action', 'Science Fiction']"
1938,Clive Barker,Male,1952-10-05,"['Horror', 'Action', 'Fantasy', 'Thriller']"
1939,Bruce Robinson,Male,1946-05-02,"['Drama', 'Comedy']"
1940,Steve Rash,Male,,"['Drama', 'Comedy', 'Romance']"
1941,Gabriel Axel,Male,1918-04-18,['Drama']
1942,David Mamet,Male,1947-11-30,"['Crime', 'Drama', 'Thriller']"
1943,Joseph Sargent,Male,1925-07-22,"['Adventure', 'Thriller', 'Horror']"
1944,Deborah Brock,Female,,"['Horror', 'Comedy']"
1945,Michael Gornick,Male,,"['Horror', 'Comedy']"
1946,Jerry Rees,,,"['Adventure', 'Fantasy', 'Animation', 'Family']"
1947,Joseph Ruben,Male,1950-05-10,"['Horror', 'Crime', 'Drama', 'Adventure', 'Thriller', 'Science Fiction']"
1948,Marek Kanievska,,1952-11-30,"['Crime', 'Drama', 'Romance']"
1949,Elaine May,Female,1932-04-21,"['Adventure', 'Comedy']"
1950,Tibor Takács,Male,1954-09-11,"['Horror', 'Fantasy']"
1951,John Grissmer,,,"['Horror', 'Thriller']"
1952,Luis Valdez,Male,1940-06-26,"['Music', 'Drama']"
1953,Gary Goddard,Male,1954-07-18,"['Fantasy', 'Adventure', 'Action', 'Thriller', 'Science Fiction']"
1954,Y.K. Kim,Male,,"['Music', 'Action', 'Crime']"
1955,Richard Park Wu-sang,Male,1946-02-02,"['Music', 'Action', 'Crime']"
1956,Michael Gottlieb,Male,1945-04-12,"['Fantasy', 'Comedy', 'Romance']"
1957,Lee Harry,Male,,"['Horror', 'Comedy']"
1958,J. Michael Muro,Male,1966-01-01,"['Horror', 'Comedy']"
1959,Fred Schepisi,Male,1939-12-26,"['Comedy', 'Romance']"
1960,Ringo Lam,Male,1955-12-08,"['Crime', 'Drama']"
1961,Kazuo Hara,Male,1945-06-08,['Documentary']
1962,Bruce Pittman,Male,1950-02-04,"['Horror', 'Fantasy', 'Thriller']"
1963,Stanley Kwan,Male,1957-10-09,"['Drama', 'Fantasy', 'Mystery', 'Romance']"
1964,Robert Townsend,Male,1957-02-06,['Comedy']
1965,Jackie Kong,,1954-06-14,"['Horror', 'Comedy']"
1966,Souleymane Cissé,Male,1940-04-21,['Drama']
1967,Ikko Ono,Male,,"['Fantasy', 'Animation']"
1968,Donald Cammell,Male,1934-01-17,"['Horror', 'Thriller']"
1969,Frédéric Back,Male,1924-04-08,"['Drama', 'Fantasy', 'Animation']"
1970,Andy Sidaris,Male,1931-02-20,"['Adventure', 'Action']"
1971,Tom Mankiewicz,Male,1942-06-01,"['Crime', 'Action', 'Comedy']"
1972,Mani Ratnam,Male,1956-06-02,"['Crime', 'Drama']"
1973,Robert De Niro,Male,1943-08-17,"['Crime', 'Drama']"
1974,Bruce Timm,Male,1961-02-05,"['Crime', 'Drama', 'Action', 'Mystery', 'Animation']"
1975,Eric Radomski,Male,,"['Crime', 'Drama', 'Action', 'Mystery', 'Animation']"
1976,David Mickey Evans,Male,1962-10-20,"['Comedy', 'Family']"
1977,Tomomi Mochizuki,Male,1958-12-31,"['Drama', 'Animation', 'Romance']"
1978,Marco Brambilla,Male,1960-01-01,"['Crime', 'Action', 'Science Fiction']"
1979,Annabel Jankel,Female,1955-06-01,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
1980,Rocky Morton,Male,1955-01-01,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
1981,Agnieszka Holland,Female,1948-11-28,"['Fantasy', 'Family', 'War', 'Drama', 'History']"
1982,Adam Marcus,Male,1968-01-01,"['Horror', 'Thriller']"
1983,Alan Shapiro,Male,,"['Drama', 'Thriller']"
1984,Simon Wincer,Male,,"['Adventure', 'Drama', 'Family']"
1985,Mark Jones,Male,1953-01-17,"['Horror', 'Fantasy', 'Comedy']"
1986,Stephen Surjik,Male,1960-01-01,"['Music', 'Comedy']"
1987,Thomas Schlamme,Male,1950-05-22,"['Crime', 'Comedy', 'Romance']"
1988,Steve Barron,Male,1956-05-04,"['Comedy', 'Family', 'Music', 'Adventure', 'Action', 'Science Fiction']"
1989,Frank Marshall,Male,1946-09-13,"['Comedy', 'Horror', 'Adventure', 'Drama', 'History']"
1990,Rob Lieberman,Male,1947-07-16,"['Drama', 'Mystery', 'Science Fiction']"
1991,Tran Anh Hung,Male,1962-12-23,"['Drama', 'Romance']"
1992,Nick Castle,Male,1947-09-21,"['Comedy', 'Family', 'Adventure', 'Action', 'Science Fiction']"
1993,Nanni Moretti,Male,1953-08-19,"['Drama', 'Comedy']"
1994,Alex Winter,Male,1965-07-17,"['Horror', 'Comedy', 'Science Fiction']"
1995,Tom Stern,Male,1965-05-18,"['Horror', 'Comedy', 'Science Fiction']"
1996,Steven Zaillian,Male,1953-01-30,['Drama']
1997,Johnnie To,Male,1955-04-22,"['Action', 'Fantasy', 'Thriller']"
1998,Beth McCarthy-Miller,Female,1963-09-03,"['Music', 'Documentary']"
1999,Richard Williams,Male,1933-03-19,"['Fantasy', 'Animation', 'Family', 'Romance']"
2000,Rolf de Heer,Male,1951-05-04,"['Crime', 'Drama', 'Comedy']"
2001,Shinji Sōmai,Male,1948-01-13,['Drama']
2002,Daniel Stern,Male,1957-08-28,"['Comedy', 'Family']"
2003,Joseph Vilsmaier,Male,1939-01-24,"['Drama', 'War', 'History']"
2004,Gene Quintano,Male,1946-01-01,"['Crime', 'Action', 'Comedy']"
2005,Elem Klimov,Male,1933-07-09,"['Drama', 'War']"
2006,Dan O'Bannon,Male,1946-09-30,"['Horror', 'Comedy']"
2007,George Ogilvie,Male,1931-03-05,"['Adventure', 'Action', 'Science Fiction']"
2008,Danny Steinmann,Male,1942-01-07,"['Horror', 'Crime', 'Action', 'Mystery', 'Thriller']"
2009,Donna Deitch,Female,1945-06-08,"['Drama', 'Romance']"
2010,Claude Lanzmann,Male,1925-11-27,"['Documentary', 'History']"
2011,Rod Daniel,Male,1942-08-04,"['Fantasy', 'Comedy', 'Romance']"
2012,Walter Murch,Male,1943-07-12,"['Adventure', 'Fantasy', 'Family']"
2013,Savage Steve Holland,Male,1958-04-29,"['Comedy', 'Romance']"
2014,Daniel Attias,Male,,['Horror']
2015,Toyoo Ashida,Male,1944-04-21,"['Horror', 'Fantasy', 'Animation']"
2016,Joyce Chopra,Female,1936-10-27,"['Horror', 'Drama', 'Thriller']"
2017,Luis Puenzo,Male,1946-02-19,"['Drama', 'History']"
2018,Geoff Murphy,Male,1946-06-13,"['Drama', 'Thriller', 'Science Fiction']"
2019,Gisaburō Sugii,Male,1940-08-20,"['Drama', 'Fantasy', 'Animation']"
2020,Alejandro Doria,Male,1936-01-11,['Comedy']
2021,Michael Schultz,Male,1938-11-10,"['Adventure', 'Action', 'Music']"
2022,Luca Bercovici,Male,1957-02-22,"['Horror', 'Fantasy', 'Comedy']"
2023,Kevin Sullivan,Male,,"['Drama', 'Family']"
2024,Howard Storm,Male,1939-12-11,"['Horror', 'Comedy', 'Romance']"
2025,Richard Fleischer,Male,1916-12-08,"['Adventure', 'Action', 'Fantasy']"
2026,Suzana Amaral,Female,1932-03-28,"['Drama', 'Comedy']"
2027,Ricky Lau,Male,1949-12-20,"['Horror', 'Action', 'Comedy']"
2028,Lisa Gottlieb,Female,,"['Comedy', 'Romance']"
2029,Will Vinton,Male,1947-11-17,"['Adventure', 'Animation', 'Family']"
2030,Jon Avnet,Male,1949-11-17,"['Drama', 'Comedy']"
2031,Jack Bender,Male,1949-09-25,"['Horror', 'Thriller']"
2032,Fax Bahr,Male,,['Documentary']
2033,George Hickenlooper,Male,1963-05-25,['Documentary']
2034,Eleanor Coppola,Female,1936-05-04,['Documentary']
2035,Jacques Rivette,Male,1928-03-01,['Drama']
2036,Michael Pressman,Male,1950-07-01,"['Comedy', 'Family', 'Adventure', 'Action', 'Science Fiction']"
2037,Shozin Fukui,Male,,"['Horror', 'Thriller', 'Science Fiction']"
2038,Julie Dash,Female,1962-10-22,"['Drama', 'Romance']"
2039,Nancy Savoca,Female,1959-07-23,"['Drama', 'Comedy', 'Romance']"
2040,Ron Underwood,Male,1953-11-06,"['Comedy', 'Horror', 'Action', 'Western', 'Science Fiction']"
2041,Mario Van Peebles,Male,1957-01-15,"['Crime', 'Drama', 'Thriller']"
2042,Bryan Gordon,Male,,"['Comedy', 'Romance']"
2043,Amir Shervan,Male,1929-05-24,"['Crime', 'Action', 'Thriller', 'Comedy']"
2044,Ate de Jong,Male,1953-01-01,"['Fantasy', 'Comedy', 'Family']"
2045,Mira Nair,Female,1957-10-15,"['Drama', 'Romance']"
2046,Alan Ormsby,Male,,"['Horror', 'Comedy']"
2047,Mark Herrier,Male,1954-10-06,"['Horror', 'Comedy']"
2048,Phil Nibbelink,Male,,"['Comedy', 'Family', 'Adventure', 'Animation', 'Western']"
2049,Dan Aykroyd,Male,1952-07-01,"['Adventure', 'Comedy']"
2050,Michael Tolkin,Male,1950-10-17,"['Drama', 'Fantasy', 'Mystery']"
2051,John Cherry,Male,1948-10-11,"['Horror', 'Fantasy', 'Comedy', 'Family']"
2052,Sheldon Lettich,Male,1951-01-14,"['Crime', 'Action', 'Thriller', 'Drama']"
2053,Robert Mulligan,Male,1925-08-23,"['Drama', 'Family', 'Romance']"
2054,Ryszard Bugajski,Male,1943-04-27,"['Horror', 'Drama', 'Thriller']"
2055,Michael Hoffman,Male,1956-11-30,['Comedy']
2056,David Blair,,,['Science Fiction']
2057,Craig R. Baxley,Male,1949-10-20,"['Crime', 'Action', 'Thriller']"
2058,Werner Schroeter,Male,1945-04-07,"['Drama', 'Fantasy', 'Mystery', 'Romance']"
2059,Kristine Peterson,Female,,"['Horror', 'Comedy', 'Science Fiction']"
2060,Jennie Livingston,Female,1962-02-24,['Documentary']
2061,Kevin Costner,Male,1955-01-18,"['Adventure', 'Western', 'Drama']"
2062,John Lafia,Male,1957-04-02,"['Horror', 'Thriller']"
2063,Claudio Fragasso,Male,1951-10-02,"['Horror', 'Fantasy']"
2064,Tom Savini,Male,1946-11-03,['Horror']
2065,Jeff Burr,Male,,"['Horror', 'Thriller']"
2066,Nietzchka Keene,Female,1952-06-26,"['Drama', 'Fantasy']"
2067,Philip Ridley,Male,1967-12-29,"['Horror', 'Drama', 'Thriller']"
2068,Tom Stoppard,Male,1937-07-03,"['Drama', 'Comedy']"
2069,Cynthia Scott,,,"['Adventure', 'Drama']"
2070,Harry Hook,Male,,"['Adventure', 'Drama', 'Thriller']"
2071,Bob Hathcock,Male,1944-09-19,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
2072,John Harrison,Male,1948-01-01,"['Horror', 'Fantasy', 'Thriller', 'Comedy']"
2073,Benny Chan,Male,1961-10-07,"['Crime', 'Action', 'Romance']"
2074,Jean-Paul Rappeneau,Male,1932-04-08,"['Drama', 'Comedy', 'Romance', 'History']"
2075,Bill Murray,Male,1950-09-21,"['Crime', 'Comedy']"
2076,Howard Franklin,,,"['Crime', 'Comedy']"
2077,George T. Miller,Male,1943-11-28,"['Adventure', 'Drama', 'Fantasy', 'Family']"
2078,James Bond III,Male,,"['Horror', 'Thriller', 'Romance']"
2079,Nikos Nikolaidis,Male,1939-10-25,"['Horror', 'Drama', 'Comedy']"
2080,Phil Joanou,Male,1961-11-20,"['Crime', 'Drama', 'Thriller']"
2081,Sergio Leone,Male,1929-01-03,"['Crime', 'Drama']"
2082,Fritz Kiersch,Male,1951-07-23,"['Horror', 'Thriller']"
2083,Michael Herz,Male,,"['Horror', 'Comedy', 'Science Fiction']"
2084,Charles E. Sellier Jr.,Male,1943-11-09,"['Horror', 'Thriller']"
2085,Albert Magnoli,Male,1954-01-01,"['Music', 'Drama', 'Romance']"
2086,Thom Eberhardt,Male,1947-03-07,"['Horror', 'Thriller', 'Comedy', 'Science Fiction']"
2087,Eduardo Coutinho,Male,1933-05-11,"['Documentary', 'History']"
2088,Martin Bell,Male,1943-01-16,['Documentary']
2089,W.D. Richter,Male,1945-12-07,"['Adventure', 'Comedy', 'Romance', 'Science Fiction']"
2090,Jeff Kanew,Male,1944-12-16,['Comedy']
2091,Douglas Cheek,Male,,"['Horror', 'Science Fiction']"
2092,Buddy Cooper,,,"['Horror', 'Mystery', 'Thriller']"
2093,David Lean,Male,1908-03-25,"['Adventure', 'Drama', 'History']"
2094,Clive Donner,Male,1926-01-21,"['Drama', 'Fantasy', 'Family', 'TV Movie']"
2095,Ulu Grosbard,Male,1929-01-09,"['Drama', 'Romance']"
2096,Koji Hashimoto,Male,1936-01-21,"['Action', 'Thriller', 'Science Fiction']"
2097,Charles Band,Male,1951-12-27,"['Crime', 'Science Fiction']"
2098,Neal Israel,Male,1945-07-27,['Comedy']
2099,John Korty,Male,1936-06-22,"['Fantasy', 'Family', 'Adventure', 'TV Movie', 'Science Fiction']"
2100,Robert Vincent O'Neil,Male,1930-09-15,"['Horror', 'Crime', 'Action']"
2101,Edmund Purdom,Male,1924-12-20,"['Horror', 'Mystery', 'Thriller']"
2102,Alan Birkinshaw,Male,,"['Horror', 'Mystery', 'Thriller']"
2103,Richard Tuggle,Male,1948-08-08,"['Horror', 'Crime', 'Mystery', 'Thriller']"
2104,Sam Firstenberg,Male,1950-03-13,"['Horror', 'Action', 'Fantasy']"
2105,Hiroshi Teshigahara,Male,1927-01-28,['Documentary']
